Date	Open	High	Low	Close	Volume	Adj Close			
13/02/2006	5764.1	5793.5	5760.3	5793.5	1369455600	5793.5			
14/02/2006	5793.5	5828.6	5773.7	5792.3	1706179400	5792.3			
15/02/2006	5792.3	5814.5	5780.9	5791.5	1844068000	5791.5			
16/02/2006	5791.5	5828.9	5791.5	5828.9	1895566200	5828.9			
17/02/2006	5828.9	5863.3	5822.4	5846.2	1741254400	5846.2			
20/02/2006	5846.2	5866.7	5839.4	5863	1094531400	5863			
21/02/2006	5863	5888	5856.9	5857.7	1676916800	5857.7			
22/02/2006	5857.7	5877.6	5836.8	5872.4	1842925400	5872.4			
23/02/2006	5872.4	5878.8	5829.4	5836	2099116600	5836			
24/02/2006	5836	5864	5836	5860.5	2014904800	5860.5			
27/02/2006	5860.5	5893.3	5860.5	5875.9	2036067200	5875.9			
28/02/2006	5875.9	5877.4	5788.7	5791.5	2134114600	5791.5			
01/03/2006	5791.5	5844.1	5783.9	5844.1	1990319400	5844.1			
02/03/2006	5844.1	5880	5803.7	5833	1917206200	5833			
03/03/2006	5833	5864	5803.8	5858.7	2066401600	5858.7			
06/03/2006	5858.7	5924.5	5858.7	5897.8	2147444000	5897.8			
07/03/2006	5897.8	5897.8	5830.7	5857.4	1935777600	5857.4			
08/03/2006	5857.4	5857.6	5790.9	5812.9	1915545600	5812.9			
09/03/2006	5812.9	5857.1	5812.9	5855.9	1640072800	5855.9			
10/03/2006	5855.9	5909.1	5838.2	5907.9	1720750200	5907.9			
13/03/2006	5907.9	5959.9	5907.9	5952.8	2085598400	5952.8			
14/03/2006	5952.8	5978.6	5940.7	5950.6	1998671200	5950.6			
15/03/2006	5950.6	5980.5	5950.6	5965.1	1859456400	5965.1			
16/03/2006	5965.1	5995.2	5951	5993.2	2146858200	5993.2			
17/03/2006	5993.2	6044	5992.8	5999.4	2147369000	5999.4			
20/03/2006	5999.4	6039.1	5986.9	5991.7	1881072000	5991.7			
21/03/2006	5991.7	5992.9	5956.7	5991.3	1771106200	5991.3			
22/03/2006	5991.3	6012.6	5957.8	6007.5	2144835400	6007.5			
23/03/2006	6007.5	6029.4	5974.8	5990.1	2137408800	5990.1			
